rno,code1,code2,hhmms0,data1,data2,data3,data4,ldata5,Šç”FØ
641,128,37,10293,377,2304,126,1,0,0
642,128,37,10293,380,2304,126,4,0,0
643,0,36,10293,350,3328,126,5,0,0
644,128,34,10294,359,3328,126,1,0,0
645,128,34,10294,280,3328,126,1,0,0
646,0,34,10294,293,1280,126,1,0,0
647,0,36,10294,319,3072,126,3,0,0
648,0,36,10294,250,3072,126,2,0,0
649,0,35,10294,250,3072,126,1,0,0
650,128,34,10294,133,3328,126,2,0,0
651,128,34,10294,410,256,126,2,0,0
652,128,37,10294,410,256,126,2,0,0
653,128,37,10294,359,2304,126,1,0,0
654,128,37,10294,280,2304,126,1,0,0
655,0,34,10295,148,1024,126,1,0,0
656,128,34,10295,294,3328,126,2,0,0
657,128,37,10295,133,2304,126,2,0,0
658,0,34,10295,558,1280,126,2,0,0
659,0,34,10295,610,1280,126,2,0,0
660,128,37,10300,294,2304,126,2,0,0
661,128,34,10300,197,3328,126,1,0,0
662,0,34,10300,45,1280,126,2,0,0
663,0,36,10300,314,3072,126,2,0,0
664,0,35,10300,314,3072,126,1,0,0
665,128,37,10300,197,2304,126,1,0,0
666,128,34,10300,376,3328,126,3,0,0
667,128,37,10301,376,2304,126,3,0,0
668,128,34,10301,378,3328,126,1,0,0
669,0,34,10302,137,1280,126,1,0,0
670,128,37,10302,378,2304,126,1,0,0
671,0,36,10302,95,3328,126,2,0,0
672,0,35,10302,95,3328,126,1,0,0
673,0,36,10302,380,3328,126,5,0,0
674,128,34,10303,177,3328,126,4,0,0
675,128,34,10303,251,3328,126,4,0,0
676,0,36,10303,210,3328,126,2,0,0
677,0,35,10303,210,3328,126,1,0,0
678,128,37,10304,177,2304,126,4,0,0
679,128,34,10304,95,3328,126,2,0,0
680,128,37,10304,251,2304,126,4,0,0
681,0,34,10304,458,1280,126,1,0,0
682,0,36,10304,5,3072,126,5,0,0
683,128,34,10304,72,3328,126,1,0,0
684,128,34,10304,46,3840,126,4,0,0
685,128,37,10304,95,2304,126,2,0,0
686,0,34,10304,161,1280,126,1,0,0
687,128,34,10305,530,256,126,2,0,0
688,128,37,10305,530,256,126,2,0,0
689,0,36,10305,378,3328,126,2,0,0
690,0,35,10305,378,3328,126,1,0,0
691,128,34,10305,301,3328,126,2,0,0
692,128,38,10305,284,256,126,1,0,0
693,128,37,10305,72,2304,126,1,0,0
694,128,37,10305,46,2816,126,4,0,0
695,0,36,10305,71,3328,126,3,0,0
696,128,34,10310,26,3328,126,3,0,0
697,128,37,10310,301,2304,126,2,0,0
698,128,34,10310,249,3328,126,1,0,0
699,128,37,10310,26,2304,126,3,0,0
700,128,34,10311,315,3328,126,3,0,0
701,128,37,10311,249,2304,126,1,0,0
702,0,36,10311,46,3840,126,5,0,0
703,128,34,10311,37,3328,126,4,0,0
704,128,34,10311,557,256,126,2,0,0
705,128,37,10311,557,256,126,2,0,0
706,128,37,10311,315,2304,126,3,0,0
707,0,36,10311,26,3328,126,4,0,0
708,128,37,10312,37,2304,126,4,0,0
709,0,34,10312,242,1280,126,1,0,0
710,0,36,10312,136,3328,126,3,0,0
711,0,36,10312,95,3328,126,3,0,0
712,128,34,10312,488,256,126,2,0,0
713,128,37,10312,488,256,126,2,0,0
714,0,36,10312,197,3328,126,2,0,0
715,0,35,10312,197,3328,126,1,0,0
716,0,34,10312,278,1280,126,1,0,0
717,128,34,10312,136,3328,126,3,0,0
718,128,34,10313,243,3328,126,1,0,0
719,0,34,10313,11,1024,126,5,0,0
720,128,37,10313,136,2304,126,3,0,0
721,128,34,10313,528,256,126,2,0,0
722,128,37,10313,528,256,126,2,0,0
723,128,37,10313,243,2304,126,1,0,0
724,128,34,10314,538,256,126,1,0,0
725,128,37,10314,538,256,126,1,0,0
726,128,34,10314,558,256,126,2,0,0
727,128,37,10314,558,256,126,2,0,0
728,0,34,10314,17,1280,126,1,0,0
729,128,34,10315,610,256,126,2,0,0
730,128,37,10315,610,256,126,2,0,0
731,128,34,10315,45,3328,126,2,0,0
732,0,34,10315,540,1280,126,2,0,0
733,128,37,10315,45,2304,126,2,0,0
734,0,36,10320,102,3328,126,3,0,0
735,0,34,10320,454,1280,126,1,0,0
736,128,34,10320,309,3328,126,1,0,0
737,0,36,10320,377,3328,126,2,0,0
738,0,35,10320,377,3328,126,1,0,0
739,128,37,10320,309,2304,126,1,0,0
740,128,34,10320,242,3328,126,1,0,0
741,0,36,10321,45,3328,126,3,0,0
742,0,35,10321,45,3328,126,1,0,0
743,128,34,10321,361,3328,126,2,0,0
744,0,34,10321,431,1280,126,3,0,0
745,128,37,10321,242,2304,126,1,0,0
746,128,37,10322,361,2304,126,2,0,0
747,128,34,10322,375,3328,126,2,0,0
748,128,34,10322,71,3328,126,3,0,0
749,128,37,10322,375,2304,126,2,0,0
750,128,37,10322,71,2304,126,3,0,0
751,128,34,10322,367,3328,126,1,0,0
752,0,34,10323,402,1280,126,3,0,0
753,128,38,10323,330,256,126,2,0,0
754,128,37,10323,367,2304,126,1,0,0
755,0,36,10323,71,3328,126,4,0,0
756,0,34,10323,496,1280,126,3,0,0
757,0,34,10323,52,1280,126,1,0,0
758,128,34,10323,365,3328,126,2,0,0
759,0,36,10324,317,3072,126,3,0,0
760,0,34,10324,111,1024,126,1,0,0
761,128,34,10324,458,256,126,1,0,0
762,128,37,10324,458,256,126,1,0,0
763,0,34,10324,288,1280,126,1,0,0
764,128,37,10324,365,2304,126,2,0,0
765,128,34,10324,348,3328,126,4,0,0
766,128,34,10324,71,3328,126,4,0,0
767,0,36,10324,136,3328,126,4,0,0
768,0,34,10324,560,1280,126,1,0,0
769,0,34,10325,13,1024,126,1,0,0
770,0,36,10325,201,3328,126,4,0,0
771,128,38,10325,303,256,126,1,0,0
772,128,34,10325,5,3328,126,5,0,0
773,0,34,10325,529,1280,126,3,0,0
774,128,37,10325,348,2304,126,4,0,0
775,128,37,10325,71,2304,126,4,0,0
776,128,34,10325,288,3328,126,1,0,0
777,128,34,10325,11,3328,126,5,0,0
778,128,34,10325,136,3328,126,4,0,0
779,128,34,10325,26,3328,126,4,0,0
780,128,37,10325,5,2304,126,5,0,0
781,128,37,10330,288,2304,126,1,0,0
782,128,37,10330,11,2304,126,5,0,0
783,0,34,10330,551,1280,126,3,0,0
784,128,34,10330,17,1280,126,1,0,0
785,128,37,10330,136,2304,126,4,0,0
786,0,36,10330,251,3072,126,5,0,0
787,128,37,10330,26,2304,126,4,0,0
788,128,34,10330,366,3328,126,3,0,0
789,128,37,10330,17,256,126,1,0,0
790,128,34,10331,46,3840,126,5,0,0
791,0,36,10331,280,3328,126,2,0,0
792,0,35,10331,280,3328,126,1,0,0
793,128,37,10331,366,2304,126,3,0,0
794,128,37,10331,46,2816,126,5,0,0
795,128,34,10331,314,3328,126,2,0,0
796,0,34,10332,491,1280,126,1,0,0
797,128,34,10332,343,3328,126,2,0,0
798,128,34,10332,350,3328,126,5,0,0
799,128,34,10332,319,3328,126,3,0,0
800,128,37,10332,314,2304,126,2,0,0
801,128,37,10332,343,2304,126,2,0,0
802,128,34,10332,148,3328,126,1,0,0
803,128,37,10333,350,2304,126,5,0,0
804,128,37,10333,319,2304,126,3,0,0
805,128,34,10333,293,3328,126,1,0,0
806,128,37,10333,148,2304,126,1,0,0
807,128,37,10333,293,2304,126,1,0,0
808,0,36,10334,26,3328,126,5,0,0
809,128,34,10334,250,3328,126,2,0,0
810,0,34,10335,34,1280,126,1,0,0
811,0,36,10335,46,3840,126,6,0,0
812,128,37,10335,250,2304,126,2,0,0
813,128,34,10335,137,3328,126,1,0,0
814,128,34,10335,95,3328,126,3,0,0
815,128,34,10335,454,256,126,1,0,0
816,128,37,10335,454,256,126,1,0,0
817,0,36,10335,71,3328,126,5,0,0
818,0,34,10335,538,1280,126,2,0,0
819,128,34,10335,227,3328,126,1,0,0
820,0,34,10340,490,1280,126,1,0,0
821,0,34,10340,92,1536,126,1,0,0
822,128,37,10340,137,2304,126,1,0,0
823,128,34,10340,13,3328,126,1,0,0
824,0,34,10340,310,1280,126,1,0,0
825,128,37,10340,95,2304,126,3,0,0
826,0,36,10340,367,3328,126,2,0,0
827,0,35,10340,367,3328,126,1,0,0
828,128,37,10340,227,2304,126,1,0,0
829,0,34,10340,49,1280,126,4,0,0
830,128,34,10340,431,256,126,3,0,0
831,128,37,10340,431,256,126,3,0,0
832,128,34,10340,380,3328,126,5,0,0
833,128,34,10340,45,3328,126,3,0,0
834,128,37,10340,13,2304,126,1,0,0
835,128,34,10341,310,3328,126,1,0,0
836,0,36,10341,375,3328,126,3,0,0
837,0,36,10341,11,3328,126,6,0,0
838,0,35,10341,11,3328,126,2,0,0
839,128,37,10341,380,2304,126,5,0,0
840,128,37,10341,45,2304,126,3,0,0
841,0,34,10341,261,1280,126,1,0,0
842,128,37,10341,310,2304,126,1,0,0
843,0,36,10342,366,3328,126,4,0,0
844,128,34,10342,52,3328,126,1,0,0
845,128,34,10342,402,256,126,3,0,0
846,128,37,10342,402,256,126,3,0,0
847,128,34,10342,11,3072,126,6,0,0
848,128,37,10342,52,2304,126,1,0,0
849,0,34,10342,587,1280,126,2,0,0
850,128,34,10342,210,3328,126,2,0,0
851,128,34,10343,540,256,126,2,0,0
852,128,37,10343,540,256,126,2,0,0
853,128,37,10343,11,2048,126,6,0,0
854,128,37,10343,210,2304,126,2,0,0
855,0,34,10343,128,1024,126,1,0,0
856,128,34,10343,560,256,126,1,0,0
857,128,37,10343,560,256,126,1,0,0
858,0,36,10344,227,3328,126,2,0,0
859,0,35,10344,227,3328,126,1,0,0
860,0,36,10344,380,3328,126,6,0,0
861,0,36,10344,52,3328,126,2,0,0
862,0,35,10344,52,3328,126,1,0,0
863,0,36,10344,376,3328,126,4,0,0
864,0,36,10345,13,3328,126,2,0,0
865,0,35,10345,13,3328,126,1,0,0
866,128,34,10345,197,3328,126,2,0,0
867,128,34,10345,496,256,126,3,0,0
868,128,37,10345,496,256,126,3,0,0
869,128,34,10345,378,3328,126,2,0,0
870,0,34,10345,381,1024,126,1,0,0
871,0,36,10345,365,3328,126,3,0,0
872,128,37,10350,197,2304,126,2,0,0
873,128,37,10350,378,2304,126,2,0,0
874,0,36,10350,288,3328,126,2,0,0
875,0,35,10350,288,3328,126,1,0,0
876,128,34,10350,13,3328,126,2,0,0
877,0,34,10350,43,1280,126,1,0,0
878,128,34,10350,551,256,126,3,0,0
879,128,37,10350,551,256,126,3,0,0
880,0,36,10351,45,3328,126,4,0,0
881,0,36,10351,177,3328,126,5,0,0
882,128,34,10351,529,256,126,3,0,0
883,128,37,10351,529,256,126,3,0,0
884,0,34,10351,475,1280,126,1,0,0
885,128,37,10351,13,2304,126,2,0,0
886,128,38,10351,37,256,126,4,0,0
887,128,34,10352,278,3328,126,1,0,0
888,0,36,10352,136,3328,126,5,0,0
889,0,36,10352,350,3328,126,6,0,0
890,128,34,10352,26,3328,126,5,0,0
891,128,34,10352,491,256,126,1,0,0
892,128,37,10352,491,256,126,1,0,0
893,128,34,10352,34,3328,126,1,0,0
894,128,37,10352,278,2304,126,1,0,0
895,128,34,10353,161,3328,126,1,0,0
896,128,34,10353,46,3840,126,6,0,0
897,128,37,10353,26,2304,126,5,0,0
898,128,37,10353,34,2304,126,1,0,0
899,0,34,10353,290,1280,126,1,0,0
900,128,38,10353,11,256,126,6,0,0
901,128,37,10353,46,2816,126,6,0,0
902,128,37,10353,161,2304,126,1,0,0
903,0,36,10354,249,3328,126,2,0,0
904,0,35,10354,249,3328,126,1,0,0
905,0,34,10354,188,1280,126,1,0,0
906,128,38,10354,5,256,126,6,0,0
907,128,34,10355,102,3328,126,3,0,0
908,0,34,10355,496,1280,126,4,0,0
909,0,34,10355,341,1792,126,1,0,0
910,128,34,10355,538,256,126,2,0,0
911,128,37,10355,538,256,126,2,0,0
912,128,38,10355,390,0,126,1,0,0
913,0,36,10355,46,3840,126,7,0,0
914,0,34,10355,600,1280,126,3,0,0
915,128,37,10355,102,2304,126,3,0,0
916,0,34,10355,247,1024,126,1,0,0
917,128,34,10360,377,3328,126,2,0,0
918,128,34,10360,317,3328,126,3,0,0
919,0,34,10360,283,1280,126,2,0,0
920,128,34,10360,490,256,126,1,0,0
921,128,37,10360,490,256,126,1,0,0
922,128,34,10360,49,3328,126,4,0,0
923,128,34,10360,341,3840,126,1,0,0
924,0,36,10360,343,3328,126,3,0,0
925,128,37,10360,377,2304,126,2,0,0
926,128,37,10360,317,2304,126,3,0,0
927,0,34,10360,431,1280,126,4,0,0
928,128,37,10361,49,2304,126,4,0,0
929,0,36,10361,34,3328,126,2,0,0
930,0,35,10361,34,3328,126,1,0,0
931,128,37,10361,341,2816,126,1,0,0
932,0,34,10361,233,1024,126,1,0,0
933,128,34,10361,52,3328,126,2,0,0
934,128,37,10362,52,2304,126,2,0,0
935,128,34,10362,111,3328,126,1,0,0
936,0,34,10362,12,1024,126,2,0,0
937,0,34,10362,554,1280,126,2,0,0
938,0,34,10362,476,1280,126,2,0,0
939,128,37,10362,111,2304,126,1,0,0
940,0,34,10363,17,1280,126,2,0,0
941,0,34,10363,489,1280,126,2,0,0
942,0,36,10363,370,3328,126,2,0,0
943,0,35,10363,370,3328,126,1,0,0
944,128,34,10363,201,3328,126,4,0,0
945,0,36,10363,310,3072,126,2,0,0
946,0,35,10363,310,3072,126,1,0,0
947,128,37,10363,201,2304,126,4,0,0
948,128,38,10364,72,256,126,1,0,0
949,128,34,10364,251,3328,126,5,0,0
950,128,37,10365,251,2304,126,5,0,0
951,128,38,10365,13,256,126,2,0,0
952,0,36,10370,161,3328,126,2,0,0
953,0,35,10370,161,3328,126,1,0,0
954,128,34,10370,280,3328,126,2,0,0
955,0,36,10370,301,3072,126,3,0,0
956,128,34,10370,43,3328,126,1,0,0
957,0,36,10370,368,3328,126,2,0,0
958,0,35,10370,368,3328,126,1,0,0
959,128,37,10371,280,2304,126,2,0,0
960,128,37,10371,43,2304,126,1,0,0
961,128,34,10371,45,3328,126,4,0,0
962,0,34,10371,37,1280,126,5,0,0
963,128,37,10372,45,2304,126,4,0,0
964,0,34,10372,59,1280,126,1,0,0
965,128,38,10372,297,256,126,2,0,0
966,0,36,10372,43,3328,126,2,0,0
967,0,35,10372,43,3328,126,1,0,0
968,128,38,10372,359,256,126,1,0,0
969,0,36,10372,201,3328,126,5,0,0
970,0,36,10372,134,3072,126,3,0,0
971,128,34,10373,17,1280,126,2,0,0
972,128,37,10373,17,256,126,2,0,0
973,128,34,10373,71,3328,126,5,0,0
974,128,34,10373,92,3840,126,1,0,0
975,128,34,10373,587,256,126,2,0,0
976,128,37,10373,587,256,126,2,0,0
977,128,34,10374,600,256,126,3,0,0
978,128,37,10374,600,256,126,3,0,0
979,128,34,10374,12,3328,126,2,0,0
980,128,34,10374,34,3328,126,2,0,0
981,128,37,10374,71,2304,126,5,0,0
982,128,37,10374,92,2816,126,1,0,0
983,128,37,10374,12,2304,126,2,0,0
984,128,37,10374,34,2304,126,2,0,0
985,0,34,10374,412,1280,126,1,0,0
986,128,34,10375,261,3328,126,1,0,0
987,0,36,10375,319,3072,126,4,0,0
988,0,34,10375,423,1280,126,2,0,0
989,128,34,10375,366,3328,126,4,0,0
990,128,34,10375,46,3840,126,7,0,0
991,0,34,10375,63,1024,126,1,0,0
992,128,37,10375,261,2304,126,1,0,0
993,0,34,10375,193,1280,126,1,0,0
994,128,38,10380,114,256,126,2,0,0
995,128,38,10380,294,256,126,2,0,0
996,128,34,10380,375,3328,126,3,0,0
997,128,37,10380,46,2816,126,7,0,0
998,0,34,10380,530,1280,126,3,0,0
999,128,38,10380,133,256,126,2,0,0
1000,128,37,10380,366,2304,126,4,0,0
1001,0,36,10380,34,3328,126,3,0,0
1002,0,34,10380,577,1280,126,3,0,0
1003,128,37,10381,375,2304,126,3,0,0
1004,128,34,10381,380,3328,126,6,0,0
1005,0,36,10381,314,3072,126,3,0,0
1006,128,34,10381,367,3328,126,2,0,0
1007,128,34,10381,554,256,126,2,0,0
1008,128,37,10381,554,256,126,2,0,0
1009,128,37,10381,380,2304,126,6,0,0
1010,0,34,10381,121,1024,126,1,0,0
1011,128,37,10381,367,2304,126,2,0,0
1012,128,34,10382,128,3328,126,1,0,0
1013,0,34,10382,491,1280,126,2,0,0
1014,128,37,10382,128,2304,126,1,0,0
1015,128,34,10382,496,256,126,4,0,0
1016,128,37,10382,496,256,126,4,0,0
1017,0,34,10383,468,1280,126,1,0,0
1018,128,34,10383,376,3328,126,4,0,0
1019,0,36,10383,102,3072,126,4,0,0
1020,0,36,10383,261,3328,126,2,0,0
1021,0,35,10383,261,3328,126,1,0,0
1022,128,34,10383,476,256,126,2,0,0
1023,128,37,10383,476,256,126,2,0,0
1024,128,37,10383,376,2304,126,4,0,0
1025,0,34,10384,139,1024,126,1,0,0
1026,128,34,10384,365,3328,126,3,0,0
1027,128,34,10384,489,256,126,2,0,0
1028,128,37,10384,489,256,126,2,0,0
1029,128,34,10384,381,3328,126,1,0,0
1030,0,36,10384,377,3328,126,3,0,0
1031,128,37,10384,365,2304,126,3,0,0
1032,128,34,10385,288,3328,126,2,0,0
1033,128,37,10385,381,2304,126,1,0,0
1034,0,36,10385,367,3328,126,3,0,0
1035,128,37,10385,288,2304,126,2,0,0
1036,0,34,10385,559,1280,126,2,0,0
1037,0,36,10390,366,3328,126,5,0,0
1038,128,34,10390,37,3328,126,5,0,0
1039,128,34,10390,350,3328,126,6,0,0
1040,128,34,10390,136,3328,126,5,0,0
1041,128,34,10390,468,256,126,1,0,0
1042,128,37,10390,468,256,126,1,0,0
1043,0,36,10390,12,3328,126,3,0,0
1044,0,35,10390,12,3328,126,1,0,0
1045,128,37,10390,37,2304,126,5,0,0
1046,128,37,10391,350,2304,126,6,0,0
1047,128,37,10391,136,2304,126,5,0,0
1048,128,34,10391,177,3328,126,5,0,0
1049,0,36,10391,341,3840,126,2,0,0
1050,0,35,10391,341,3840,126,1,0,0
1051,128,34,10391,431,256,126,4,0,0
1052,128,37,10391,431,256,126,4,0,0
1053,0,34,10391,364,1280,126,1,0,0
1054,0,34,10391,342,1280,126,3,0,0
1055,0,34,10391,639,1280,126,1,0,0
1056,128,38,10391,361,256,126,2,0,0
1057,128,37,10392,177,2304,126,5,0,0
1058,128,34,10392,59,3328,126,1,0,0
1059,128,34,10392,290,3328,126,1,0,0
1060,128,34,10392,12,3328,126,3,0,0
1061,0,34,10392,36,1280,126,1,0,0
1062,128,34,10392,364,3328,126,1,0,0
1063,128,37,10392,59,2304,126,1,0,0
1064,128,37,10392,12,2048,126,3,0,0
1065,128,37,10392,290,2304,126,1,0,0
1066,128,38,10392,26,256,126,5,0,0
1067,0,34,10392,595,1280,126,3,0,0
1068,0,34,10393,600,1280,126,4,0,0
1069,128,37,10393,364,2304,126,1,0,0
1070,128,34,10393,34,3328,126,3,0,0
1071,128,34,10393,188,3328,126,1,0,0
1072,128,34,10393,63,3328,126,1,0,0
1073,0,36,10393,59,3328,126,2,0,0
1074,0,35,10393,59,3328,126,1,0,0
1075,128,37,10394,34,2304,126,3,0,0
1076,128,34,10394,161,3328,126,2,0,0
1077,128,34,10394,423,256,126,2,0,0
1078,128,37,10394,423,256,126,2,0,0
1079,128,37,10394,188,2304,126,1,0,0
1080,128,37,10394,63,2304,126,1,0,0
1081,128,34,10394,475,256,126,1,0,0
1082,128,37,10394,475,256,126,1,0,0
1083,128,34,10394,283,3328,126,2,0,0
1084,128,34,10394,249,3328,126,2,0,0
1085,128,37,10394,161,2304,126,2,0,0
1086,128,37,10395,283,2304,126,2,0,0
1087,128,37,10395,249,2304,126,2,0,0
1088,128,34,10395,247,3328,126,1,0,0
1089,128,38,10400,305,256,126,2,0,0
1090,128,34,10400,310,3328,126,2,0,0
1091,0,36,10400,49,3328,126,5,0,0
1092,0,35,10400,49,3328,126,2,0,0
1093,128,37,10400,247,2304,126,1,0,0
1094,0,76,10400,188,2308,114,1,0,1
1095,0,34,10400,466,1280,126,1,0,0
1096,0,34,10400,506,1280,126,1,0,0
1097,128,37,10400,310,2304,126,2,0,0
1098,128,34,10401,343,3328,126,3,0,0
1099,128,34,10401,227,1280,126,2,0,0
1100,0,34,10401,495,1280,126,1,0,0
1101,128,34,10401,530,256,126,3,0,0
1102,128,37,10401,530,256,126,3,0,0
1103,128,37,10401,343,2304,126,3,0,0
1104,128,37,10401,227,256,126,2,0,0
1105,128,34,10402,491,256,126,2,0,0
1106,128,37,10402,491,256,126,2,0,0
1107,128,38,10402,315,256,126,3,0,0
1108,0,36,10402,45,3328,126,5,0,0
1109,0,36,10402,71,3328,126,6,0,0
1110,128,34,10402,412,256,126,1,0,0
1111,128,37,10402,412,256,126,1,0,0
1112,0,36,10403,380,3328,126,7,0,0
1113,128,34,10404,370,3328,126,2,0,0
1114,128,76,10404,188,2304,114,1,0,1
1115,128,37,10404,370,2304,126,2,0,0
1116,128,34,10404,559,256,126,2,0,0
1117,128,37,10404,559,256,126,2,0,0
1118,128,34,10404,233,3328,126,1,0,0
1119,128,38,10404,243,256,126,1,0,0
1120,128,34,10405,201,3328,126,5,0,0
1121,0,36,10405,233,3328,126,2,0,0
1122,0,35,10405,233,3328,126,1,0,0
1123,0,36,10405,242,3328,126,2,0,0
1124,0,35,10405,242,3328,126,1,0,0
1125,128,34,10405,577,256,126,3,0,0
1126,128,37,10405,577,256,126,3,0,0
1127,0,34,10405,14,1024,126,2,0,0
1128,128,34,10405,368,3328,126,2,0,0
1129,128,37,10405,201,2304,126,5,0,0
1130,0,34,10410,74,1024,126,3,0,0
1131,128,34,10410,301,3328,126,3,0,0
1132,0,36,10410,364,3328,126,2,0,0
1133,0,35,10410,364,3328,126,1,0,0
1134,128,37,10410,368,2304,126,2,0,0
1135,0,36,10410,52,3328,126,3,0,0
1136,128,34,10410,59,3328,126,2,0,0
1137,128,37,10410,301,2304,126,3,0,0
1138,128,34,10410,36,3328,126,1,0,0
1139,128,34,10411,134,3328,126,3,0,0
1140,128,34,10411,466,256,126,1,0,0
1141,128,37,10411,466,256,126,1,0,0
1142,0,34,10411,538,1280,126,3,0,0
1143,128,37,10411,59,2304,126,2,0,0
1144,128,34,10411,639,256,126,1,0,0
1145,128,37,10411,639,256,126,1,0,0
1146,0,36,10411,381,3328,126,2,0,0
1147,0,35,10411,381,3328,126,1,0,0
1148,128,38,10411,12,256,126,2,0,0
1149,128,37,10411,36,2304,126,1,0,0
1150,128,37,10411,134,2304,126,3,0,0
1151,0,36,10411,177,3328,126,6,0,0
1152,0,34,10412,158,1024,126,1,0,0
1153,0,34,10412,346,1280,126,1,0,0
1154,128,38,10412,34,256,126,3,0,0
1155,0,36,10412,148,3328,126,2,0,0
1156,0,35,10412,148,3328,126,1,0,0
1157,128,34,10412,193,3328,126,1,0,0
1158,0,34,10412,26,1280,126,6,0,0
1159,128,38,10413,348,256,126,5,0,0
1160,128,37,10413,193,2304,126,1,0,0
1161,128,34,10413,595,256,126,3,0,0
1162,128,37,10413,595,256,126,3,0,0
1163,0,34,10413,17,1280,126,3,0,0
1164,0,34,10413,13,1024,126,3,0,0
1165,128,34,10414,43,3328,126,2,0,0
1166,128,34,10414,600,256,126,4,0,0
1167,128,37,10414,600,256,126,4,0,0
1168,128,34,10414,319,3328,126,4,0,0
1169,128,38,10414,293,256,126,1,0,0
1170,0,36,10414,201,3328,126,6,0,0
1171,128,37,10414,43,2304,126,2,0,0
1172,0,34,10415,75,1024,126,1,0,0
1173,128,34,10415,49,3328,126,5,0,0
1174,128,37,10415,319,2304,126,4,0,0
1175,128,34,10415,71,3328,126,6,0,0
1176,128,37,10415,49,2304,126,5,0,0
1177,128,37,10420,71,2304,126,6,0,0
1178,0,34,10420,486,1280,126,1,0,0
1179,128,34,10420,314,3328,126,3,0,0
1180,128,34,10420,102,3328,126,4,0,0
1181,0,36,10420,136,3328,126,6,0,0
1182,0,36,10420,46,3840,126,8,0,0
1183,0,36,10420,128,3072,126,2,0,0
1184,0,35,10420,128,3072,126,1,0,0
1185,128,37,10420,314,2304,126,3,0,0
1186,0,36,10420,92,3840,126,2,0,0
1187,0,35,10420,92,3840,126,1,0,0
1188,128,34,10420,139,3328,126,1,0,0
1189,128,34,10421,45,3328,126,5,0,0
1190,128,37,10421,102,2304,126,4,0,0
1191,0,34,10421,403,1280,126,1,0,0
1192,128,38,10421,250,256,126,2,0,0
1193,128,38,10421,95,256,126,3,0,0
1194,128,37,10421,139,2304,126,1,0,0
1195,128,38,10421,378,256,126,2,0,0
1196,128,34,10421,121,3328,126,1,0,0
1197,128,37,10421,45,2304,126,5,0,0
1198,128,34,10421,261,3328,126,2,0,0
1199,128,34,10421,495,256,126,1,0,0
1200,128,37,10421,495,256,126,1,0,0
1201,0,36,10421,49,3328,126,6,0,0
1202,0,34,10422,31,1280,126,1,0,0
1203,128,34,10422,14,3328,126,2,0,0
1204,128,37,10422,121,2304,126,1,0,0
1205,128,37,10422,261,2304,126,2,0,0
1206,128,34,10422,506,256,126,1,0,0
1207,128,37,10422,506,256,126,1,0,0
1208,128,37,10422,14,2304,126,2,0,0
1209,0,36,10423,193,3328,126,2,0,0
1210,0,35,10423,193,3328,126,1,0,0
1211,0,36,10423,314,3328,126,4,0,0
1212,0,34,10423,557,1280,126,3,0,0
1213,0,38,10423,82,2304,126,1,0,0
1214,0,68,10423,414,260,65526,1,0,1
1215,128,34,10423,74,3328,126,3,0,0
1216,128,34,10424,17,1280,126,3,0,0
1217,128,34,10424,314,3328,126,4,0,0
1218,0,34,10424,427,1280,126,2,0,0
1219,0,34,10424,554,1280,126,3,0,0
1220,128,34,10424,377,3328,126,3,0,0
1221,128,37,10424,74,2304,126,3,0,0
1222,0,36,10424,370,3328,126,3,0,0
1223,128,37,10424,17,256,126,3,0,0
1224,128,37,10424,314,2304,126,4,0,0
1225,128,34,10425,341,3840,126,2,0,0
1226,128,37,10425,377,2304,126,3,0,0
1227,0,36,10425,301,3328,126,4,0,0
1228,128,34,10425,26,3328,126,6,0,0
1229,128,38,10425,210,256,126,2,0,0
1230,0,36,10425,288,3328,126,3,0,0
1231,128,34,10425,52,3328,126,3,0,0
1232,128,34,10425,13,3328,126,3,0,0
1233,128,38,10425,82,256,126,1,0,0
1234,128,34,10425,366,3328,126,5,0,0
1235,128,37,10425,341,2816,126,2,0,0
1236,128,34,10425,370,3328,126,3,0,0
1237,128,37,10425,26,2304,126,6,0,0
1238,0,34,10425,593,1280,126,1,0,0
1239,128,37,10430,13,2304,126,3,0,0
1240,128,37,10430,52,2304,126,3,0,0
1241,128,34,10430,367,3328,126,3,0,0
1242,128,34,10430,342,3328,126,3,0,0
1243,128,37,10430,366,2304,126,5,0,0
1244,128,37,10430,370,2304,126,3,0,0
1245,128,37,10430,367,2304,126,3,0,0
1246,128,37,10430,342,2304,126,3,0,0
1247,0,36,10430,365,3328,126,4,0,0
1248,128,38,10431,309,256,126,1,0,0
1249,128,38,10431,278,256,126,1,0,0
1250,0,36,10431,367,3328,126,4,0,0
1251,128,38,10432,36,256,126,1,0,0
1252,0,34,10432,616,1280,126,1,0,0
1253,128,38,10432,59,256,126,2,0,0
1254,128,34,10432,75,3328,126,1,0,0
1255,0,34,10432,450,1280,126,1,0,0
1256,128,38,10433,63,256,126,1,0,0
1257,0,36,10433,14,3328,126,3,0,0
1258,0,35,10433,14,3328,126,1,0,0
1259,128,37,10433,75,2304,126,1,0,0
1260,0,63,10433,414,256,112,0,0,0
1261,0,34,10433,220,1280,126,1,0,0
1262,128,34,10433,46,3840,126,8,0,0
1263,128,34,10434,49,3328,126,6,0,0
1264,0,36,10434,161,3328,126,3,0,0
1265,0,34,10434,431,1280,126,5,0,0
1266,128,37,10434,46,2816,126,8,0,0
1267,128,37,10434,49,2304,126,6,0,0
