rno,code1,code2,hhmms0,data1,data2,data3,data4,ldata5,Šç”FØ
11412,0,34,13384,54,1280,126,20,0,0
11413,128,37,13384,313,2304,126,9,0,0
11414,0,36,13384,49,3328,126,25,0,0
11415,0,35,13384,49,3328,126,8,0,0
11416,0,36,13384,38,3328,126,7,0,0
11417,0,34,13384,604,1280,126,8,0,0
11418,0,36,13384,365,3328,126,21,0,0
11419,0,34,13384,190,1280,126,7,0,0
11420,0,36,13385,197,3328,126,10,0,0
11421,128,34,13385,172,3328,126,14,0,0
11422,0,34,13385,483,1280,126,10,0,0
11423,0,36,13385,43,3328,126,17,0,0
11424,0,35,13385,43,3328,126,6,0,0
11425,0,36,13385,161,3328,126,20,0,0
11426,128,37,13385,172,2304,126,14,0,0
11427,128,34,13385,603,256,126,2,0,0
11428,128,37,13385,603,256,126,2,0,0
11429,128,34,13385,292,3328,126,1,0,0
11430,128,34,13385,365,3328,126,21,0,0
11431,0,74,13385,354,1,65524,3,0,1
11432,0,36,13385,164,3328,126,18,0,0
11433,128,34,13385,161,3328,126,20,0,0
11434,0,36,13390,192,3328,126,6,0,0
11435,128,34,13390,298,3328,126,6,0,0
11436,0,36,13390,171,3328,126,5,0,0
11437,0,35,13390,171,3328,126,1,0,0
11438,128,34,13390,40,3328,126,11,0,0
11439,128,34,13390,103,3328,126,8,0,0
11440,128,37,13390,292,2304,126,1,0,0
11441,128,37,13390,365,2304,126,21,0,0
11442,128,34,13390,558,256,126,13,0,0
11443,128,37,13390,558,256,126,13,0,0
11444,128,37,13390,161,2304,126,20,0,0
11445,128,37,13390,298,2304,126,6,0,0
11446,128,74,13390,354,0,65524,3,0,1
11447,128,38,13390,214,256,126,4,0,0
11448,128,34,13390,578,256,126,1,0,0
11449,128,37,13390,578,256,126,1,0,0
11450,128,37,13390,40,2304,126,11,0,0
11451,0,34,13390,330,1024,126,6,0,0
11452,0,34,13390,461,1280,126,3,0,0
11453,128,38,13391,44,256,126,7,0,0
11454,128,37,13391,103,2304,126,8,0,0
11455,128,34,13391,55,3328,126,16,0,0
11456,0,34,13391,482,1280,126,10,0,0
11457,128,37,13391,55,2304,126,16,0,0
11458,128,34,13392,75,3328,126,32,0,0
11459,128,34,13392,268,3328,126,12,0,0
11460,0,36,13392,295,3328,126,12,0,0
11461,0,36,13392,193,3328,126,9,0,0
11462,0,35,13392,193,3328,126,3,0,0
11463,128,37,13392,75,2304,126,32,0,0
11464,128,34,13392,632,256,126,6,0,0
11465,128,37,13392,632,256,126,6,0,0
11466,128,37,13392,268,2304,126,12,0,0
11467,128,34,13393,411,256,126,1,0,0
11468,128,37,13393,411,256,126,1,0,0
11469,128,34,13393,550,256,126,6,0,0
11470,128,37,13393,550,256,126,6,0,0
11471,128,34,13393,191,3328,126,9,0,0
11472,0,34,13393,514,1280,126,13,0,0
11473,0,34,13393,16,1280,126,6,0,0
11474,0,34,13393,545,1280,126,9,0,0
11475,0,36,13393,85,3328,126,7,0,0
11476,128,37,13394,191,2304,126,9,0,0
11477,0,34,13394,568,1280,126,12,0,0
11478,128,34,13394,50,3328,126,19,0,0
11479,0,36,13394,62,3072,126,10,0,0
11480,0,36,13394,2,3072,126,3,0,0
11481,0,36,13394,365,3328,126,22,0,0
11482,128,37,13394,50,2304,126,19,0,0
11483,0,36,13394,55,3328,126,17,0,0
11484,0,36,13394,179,3328,126,19,0,0
11485,0,35,13394,179,3328,126,4,0,0
11486,128,34,13394,327,3328,126,8,0,0
11487,0,34,13395,591,1280,126,3,0,0
11488,0,36,13395,290,3328,126,11,0,0
11489,0,35,13395,290,3328,126,4,0,0
11490,128,34,13395,219,3328,126,12,0,0
11491,0,36,13395,244,3072,126,7,0,0
11492,128,34,13395,179,3328,126,19,0,0
11493,128,34,13395,324,3328,126,5,0,0
11494,128,37,13395,327,2304,126,8,0,0
11495,128,34,13395,52,3328,126,13,0,0
11496,128,34,13395,32,3328,126,9,0,0
11497,128,37,13400,219,2304,126,12,0,0
11498,128,37,13400,179,2304,126,19,0,0
11499,128,37,13400,324,2304,126,5,0,0
11500,0,36,13400,169,3328,126,3,0,0
11501,128,37,13400,52,2304,126,13,0,0
11502,0,36,13400,109,3072,126,3,0,0
11503,128,37,13400,32,2304,126,9,0,0
11504,128,38,13400,283,256,126,8,0,0
11505,0,36,13400,97,3328,126,6,0,0
11506,128,34,13400,438,256,126,5,0,0
11507,128,37,13400,438,256,126,5,0,0
11508,128,34,13401,374,3328,126,18,0,0
11509,128,34,13401,235,3328,126,8,0,0
11510,128,34,13401,504,256,126,3,0,0
11511,128,37,13401,504,256,126,3,0,0
11512,128,34,13401,38,3328,126,7,0,0
11513,128,34,13401,67,3328,126,12,0,0
11514,128,38,13401,125,256,126,7,0,0
11515,128,34,13401,49,3328,126,25,0,0
11516,128,34,13401,297,3328,126,7,0,0
11517,128,34,13401,525,256,126,3,0,0
11518,128,37,13401,525,256,126,3,0,0
11519,128,37,13401,374,2304,126,18,0,0
11520,0,36,13401,235,3328,126,9,0,0
11521,128,37,13401,38,2304,126,7,0,0
11522,128,34,13401,43,3328,126,17,0,0
11523,128,37,13401,67,2304,126,12,0,0
11524,128,34,13401,123,3328,126,5,0,0
11525,128,34,13401,417,256,126,4,0,0
11526,128,37,13401,417,256,126,4,0,0
11527,0,36,13401,219,3328,126,13,0,0
11528,0,36,13402,106,3328,126,3,0,0
11529,128,37,13402,49,2304,126,25,0,0
11530,128,37,13402,297,2304,126,7,0,0
11531,128,38,13402,186,256,126,6,0,0
11532,128,37,13402,43,2304,126,17,0,0
11533,128,37,13402,123,2304,126,5,0,0
11534,0,34,13402,599,1280,126,5,0,0
11535,128,34,13402,507,256,126,4,0,0
11536,128,37,13402,507,256,126,4,0,0
11537,128,34,13403,604,256,126,8,0,0
11538,128,37,13403,604,256,126,8,0,0
11539,128,34,13403,633,256,126,2,0,0
11540,128,37,13403,633,256,126,2,0,0
11541,0,36,13403,360,3328,126,13,0,0
11542,128,34,13404,139,3328,126,14,0,0
11543,128,34,13404,16,1280,126,6,0,0
11544,128,34,13404,461,256,126,3,0,0
11545,128,37,13404,461,256,126,3,0,0
11546,128,38,13404,5,256,126,18,0,0
11547,0,34,13404,480,1280,126,8,0,0
11548,128,37,13404,139,2304,126,14,0,0
11549,128,37,13404,16,256,126,6,0,0
11550,128,34,13404,54,3328,126,20,0,0
11551,128,34,13405,118,3328,126,6,0,0
11552,0,34,13405,531,1280,126,8,0,0
11553,128,38,13405,40,256,126,11,0,0
11554,0,34,13405,605,1280,126,2,0,0
11555,128,34,13405,413,256,126,1,0,0
11556,128,37,13405,413,256,126,1,0,0
11557,128,37,13405,54,2304,126,20,0,0
11558,128,37,13405,118,2304,126,6,0,0
11559,0,36,13405,301,3072,126,20,0,0
11560,0,36,13405,202,3328,126,23,0,0
11561,128,34,13405,483,256,126,10,0,0
11562,128,37,13405,483,256,126,10,0,0
11563,0,36,13410,49,3328,126,26,0,0
11564,128,34,13410,376,3328,126,9,0,0
11565,0,36,13410,38,3328,126,8,0,0
11566,0,34,13410,530,1280,126,10,0,0
11567,128,34,13410,13,3328,126,31,0,0
11568,128,38,13410,58,256,126,20,0,0
11569,128,34,13410,482,256,126,10,0,0
11570,128,37,13410,482,256,126,10,0,0
11571,128,37,13410,376,2304,126,9,0,0
11572,128,37,13411,13,2304,126,31,0,0
11573,128,34,13411,340,3328,126,3,0,0
11574,128,34,13411,62,3328,126,10,0,0
11575,0,36,13411,54,3328,126,21,0,0
11576,0,35,13411,54,3328,126,7,0,0
11577,128,34,13412,514,256,126,13,0,0
11578,128,37,13412,514,256,126,13,0,0
11579,128,37,13412,340,2304,126,3,0,0
11580,128,34,13412,55,3328,126,17,0,0
11581,128,37,13412,62,2304,126,10,0,0
11582,128,34,13412,568,256,126,12,0,0
11583,128,37,13412,568,256,126,12,0,0
11584,128,34,13412,348,3328,126,13,0,0
11585,0,34,13412,22,1280,126,11,0,0
11586,0,34,13412,251,1024,126,18,0,0
11587,128,37,13412,55,2304,126,17,0,0
11588,128,38,13412,50,256,126,19,0,0
11589,128,37,13413,348,2304,126,13,0,0
11590,128,34,13413,545,256,126,9,0,0
11591,128,37,13413,545,256,126,9,0,0
11592,0,34,13413,91,1024,126,7,0,0
11593,0,36,13413,62,3328,126,11,0,0
11594,0,34,13413,265,1280,126,1,0,0
11595,128,34,13413,328,3328,126,13,0,0
11596,0,36,13413,67,3328,126,13,0,0
11597,128,34,13413,591,256,126,3,0,0
11598,128,37,13413,591,256,126,3,0,0
11599,128,34,13413,183,3328,126,4,0,0
11600,128,34,13413,15,3328,126,32,0,0
11601,128,37,13413,328,2304,126,13,0,0
11602,128,34,13414,67,3328,126,13,0,0
11603,128,34,13414,2,3328,126,3,0,0
11604,128,34,13414,35,3328,126,5,0,0
11605,0,34,13414,462,1280,126,3,0,0
11606,128,37,13414,183,2304,126,4,0,0
11607,128,34,13414,91,1280,126,7,0,0
11608,128,37,13414,15,2304,126,32,0,0
11609,128,38,13414,37,256,126,19,0,0
11610,0,76,13414,55,2308,114,1,0,1
11611,0,34,13414,420,1024,126,6,0,0
11612,128,37,13414,2,2304,126,3,0,0
11613,0,34,13414,31,1280,126,12,0,0
11614,128,37,13414,67,2304,126,13,0,0
11615,128,37,13414,35,2304,126,5,0,0
11616,0,36,13414,327,3328,126,9,0,0
11617,128,37,13415,91,256,126,7,0,0
11618,0,36,13415,13,3328,126,32,0,0
11619,128,34,13415,128,3328,126,10,0,0
11620,0,36,13415,75,3072,126,33,0,0
11621,128,34,13415,217,3328,126,10,0,0
11622,0,36,13415,137,3072,126,7,0,0
11623,0,35,13415,137,3072,126,2,0,0
11624,0,36,13415,55,3332,126,18,0,0
11625,0,36,13415,170,3328,126,5,0,0
11626,128,34,13415,341,3840,126,12,0,0
11627,128,37,13415,128,2304,126,10,0,0
11628,0,34,13415,94,1024,126,4,0,0
11629,128,34,13420,279,3328,126,2,0,0
11630,128,37,13420,217,2304,126,10,0,0
11631,0,34,13420,288,1280,126,10,0,0
11632,128,37,13420,341,2816,126,12,0,0
11633,128,38,13420,32,256,126,9,0,0
11634,128,76,13420,55,3328,114,1,0,1
11635,0,34,13420,29,1280,126,17,0,0
11636,128,37,13420,279,2304,126,2,0,0
11637,128,34,13420,223,1280,126,8,0,0
11638,0,34,13421,9,1024,126,1,0,0
11639,128,37,13421,223,256,126,8,0,0
11640,0,34,13421,526,1280,126,3,0,0
11641,0,34,13421,604,1280,126,9,0,0
11642,128,34,13421,599,256,126,5,0,0
11643,128,37,13421,599,256,126,5,0,0
11644,0,34,13422,261,1280,126,4,0,0
11645,128,34,13422,192,3328,126,6,0,0
11646,128,34,13422,190,3328,126,7,0,0
11647,128,37,13423,192,2304,126,6,0,0
11648,128,34,13423,480,256,126,8,0,0
11649,128,37,13423,480,256,126,8,0,0
11650,0,36,13423,183,3328,126,5,0,0
11651,0,36,13423,43,3328,126,18,0,0
11652,0,34,13423,599,1280,126,6,0,0
11653,0,36,13423,15,3328,126,33,0,0
11654,0,35,13423,15,3328,126,6,0,0
11655,128,37,13423,190,2304,126,7,0,0
11656,128,34,13423,197,3328,126,10,0,0
11657,128,34,13423,367,3328,126,12,0,0
11658,128,38,13424,181,256,126,4,0,0
11659,128,37,13424,197,2304,126,10,0,0
11660,128,37,13424,367,2304,126,12,0,0
11661,128,34,13424,15,3328,126,33,0,0
11662,0,36,13424,67,3328,126,14,0,0
11663,0,34,13424,585,1280,126,2,0,0
11664,128,34,13424,38,3328,126,8,0,0
11665,0,36,13424,172,3328,126,15,0,0
11666,128,34,13424,295,3328,126,12,0,0
11667,128,34,13425,531,256,126,8,0,0
11668,128,37,13425,531,256,126,8,0,0
11669,128,37,13425,15,2304,126,33,0,0
11670,128,37,13425,38,2304,126,8,0,0
11671,0,36,13425,367,3328,126,13,0,0
11672,128,34,13425,172,3328,126,15,0,0
11673,0,36,13425,86,3328,126,2,0,0
11674,0,35,13425,86,3328,126,1,0,0
11675,128,38,13425,10,256,126,9,0,0
11676,128,37,13425,295,2304,126,12,0,0
11677,128,34,13425,54,3328,126,21,0,0
11678,128,34,13425,605,256,126,2,0,0
11679,128,37,13425,605,256,126,2,0,0
11680,0,36,13425,197,3328,126,11,0,0
11681,128,34,13425,193,3328,126,9,0,0
11682,128,34,13425,62,3328,126,11,0,0
11683,128,34,13425,330,3328,126,6,0,0
11684,128,34,13430,49,3328,126,26,0,0
11685,128,37,13430,172,2304,126,15,0,0
11686,128,34,13430,530,256,126,10,0,0
11687,128,37,13430,530,256,126,10,0,0
11688,128,34,13430,22,3328,126,11,0,0
11689,128,37,13430,54,2304,126,21,0,0
11690,128,37,13430,193,2304,126,9,0,0
11691,128,34,13430,164,3328,126,18,0,0
11692,128,37,13430,62,2304,126,11,0,0
11693,128,37,13430,330,2304,126,6,0,0
11694,128,37,13430,49,2304,126,26,0,0
11695,0,36,13430,328,3328,126,14,0,0
11696,0,35,13430,328,3328,126,2,0,0
11697,0,36,13430,215,3328,126,4,0,0
11698,0,35,13430,215,3328,126,2,0,0
11699,128,37,13430,22,2304,126,11,0,0
11700,0,36,13430,374,3328,126,19,0,0
11701,0,36,13430,87,3072,126,12,0,0
11702,128,37,13431,164,2304,126,18,0,0
11703,128,38,13431,134,256,126,15,0,0
11704,0,36,13431,49,3328,126,27,0,0
11705,128,34,13431,13,3328,126,32,0,0
11706,0,34,13431,516,1280,126,5,0,0
11707,0,36,13431,341,3840,126,13,0,0
11708,0,35,13431,341,3840,126,2,0,0
11709,128,34,13431,171,3328,126,5,0,0
11710,128,37,13432,13,2304,126,32,0,0
11711,128,34,13432,374,3328,126,19,0,0
11712,0,36,13432,38,3328,126,9,0,0
11713,128,34,13432,75,3328,126,33,0,0
11714,0,34,13432,443,1280,126,10,0,0
11715,0,34,13432,27,1280,126,3,0,0
11716,128,37,13432,171,2304,126,5,0,0
11717,128,34,13432,31,3328,126,12,0,0
11718,128,37,13432,374,2304,126,19,0,0
11719,128,37,13433,75,2304,126,33,0,0
11720,128,34,13433,290,3328,126,11,0,0
11721,0,34,13433,83,1280,126,1,0,0
11722,128,37,13433,31,2304,126,12,0,0
11723,128,34,13433,85,3328,126,7,0,0
11724,0,34,13433,304,1024,126,4,0,0
11725,128,34,13433,365,3328,126,22,0,0
11726,128,38,13433,15,256,126,32,0,0
11727,0,36,13433,62,3328,126,12,0,0
11728,128,34,13433,29,3328,126,17,0,0
11729,128,37,13433,290,2304,126,11,0,0
11730,0,34,13433,77,1280,126,3,0,0
11731,0,36,13433,216,3328,126,11,0,0
11732,128,37,13434,85,2304,126,7,0,0
11733,0,34,13434,7,1024,126,1,0,0
11734,128,37,13434,365,2304,126,22,0,0
11735,128,34,13434,9,3328,126,1,0,0
11736,0,34,13434,357,1280,126,14,0,0
11737,128,37,13434,29,2304,126,17,0,0
11738,128,34,13434,462,256,126,3,0,0
11739,128,37,13434,462,256,126,3,0,0
11740,128,34,13434,97,3328,126,6,0,0
11741,128,34,13434,219,3328,126,13,0,0
11742,128,34,13434,244,3328,126,7,0,0
11743,128,34,13435,62,3328,126,12,0,0
11744,128,37,13435,9,2304,126,1,0,0
11745,128,37,13435,97,2304,126,6,0,0
11746,128,34,13435,109,3328,126,3,0,0
11747,128,37,13435,219,2304,126,13,0,0
11748,0,34,13435,59,1280,126,24,0,0
11749,128,37,13435,244,2304,126,7,0,0
11750,128,38,13435,249,256,126,6,0,0
11751,128,34,13435,77,1024,126,3,0,0
11752,0,34,13435,592,1280,126,1,0,0
11753,128,37,13435,62,2048,126,12,0,0
11754,128,34,13435,55,3328,126,18,0,0
11755,0,36,13435,340,3328,126,4,0,0
11756,0,36,13435,374,3328,126,20,0,0
11757,128,37,13440,109,2304,126,3,0,0
11758,0,34,13440,41,1280,126,2,0,0
11759,0,36,13440,128,3072,126,11,0,0
11760,128,37,13440,77,0,126,3,0,0
11761,128,34,13440,43,3328,126,18,0,0
11762,128,38,13440,267,256,126,7,0,0
11763,128,37,13440,55,2304,126,18,0,0
11764,128,34,13440,420,256,126,6,0,0
11765,128,37,13440,420,256,126,6,0,0
11766,0,36,13440,255,3072,126,6,0,0
11767,0,35,13440,255,3072,126,2,0,0
11768,128,34,13440,106,3328,126,3,0,0
11769,128,34,13440,169,3328,126,3,0,0
11770,128,37,13440,43,2304,126,18,0,0
11771,128,34,13441,374,3328,126,20,0,0
11772,128,37,13441,106,2304,126,3,0,0
11773,128,37,13441,169,2304,126,3,0,0
11774,128,37,13441,374,2304,126,20,0,0
11775,0,36,13441,55,3328,126,19,0,0
11776,128,34,13441,360,3328,126,13,0,0
11777,128,38,13442,203,256,126,5,0,0
11778,128,37,13442,360,2304,126,13,0,0
11779,0,36,13442,376,3328,126,10,0,0
11780,128,34,13442,599,256,126,6,0,0
11781,128,37,13442,599,256,126,6,0,0
11782,0,36,13442,43,3328,126,19,0,0
11783,0,34,13443,554,1280,126,15,0,0
11784,128,38,13443,276,256,126,8,0,0
11785,0,36,13443,82,3072,126,10,0,0
11786,128,34,13443,49,3328,126,27,0,0
11787,128,34,13443,526,256,126,3,0,0
11788,128,37,13443,526,256,126,3,0,0
11789,128,34,13444,202,3328,126,23,0,0
11790,0,34,13444,555,1280,126,2,0,0
11791,0,34,13444,468,1280,126,19,0,0
11792,128,37,13444,49,2304,126,27,0,0
11793,128,34,13444,67,3328,126,14,0,0
11794,128,34,13444,170,3328,126,5,0,0
11795,128,38,13444,54,256,126,21,0,0
11796,128,37,13444,202,2304,126,23,0,0
11797,128,37,13444,67,2304,126,14,0,0
11798,128,34,13445,265,3328,126,1,0,0
11799,0,36,13445,49,3328,126,28,0,0
11800,128,37,13445,170,2304,126,5,0,0
11801,0,36,13445,35,3328,126,6,0,0
11802,0,74,13445,289,1,65524,1,0,1
11803,0,34,13445,30,1280,126,6,0,0
11804,128,37,13445,265,2304,126,1,0,0
11805,128,34,13445,38,3328,126,9,0,0
11806,128,34,13445,585,256,126,2,0,0
11807,128,37,13445,585,256,126,2,0,0
11808,0,36,13450,85,3328,126,8,0,0
11809,128,74,13450,289,0,65524,1,0,1
11810,0,36,13450,348,3328,126,14,0,0
11811,128,37,13450,38,2304,126,9,0,0
11812,128,34,13450,27,3328,126,3,0,0
11813,128,34,13450,301,3328,126,20,0,0
11814,0,34,13450,481,1280,126,6,0,0
11815,128,38,13451,307,256,126,2,0,0
11816,128,34,13451,59,3328,126,24,0,0
11817,0,34,13451,533,1280,126,3,0,0
11818,128,37,13451,27,2304,126,3,0,0
11819,0,34,13451,231,1024,126,4,0,0
11820,128,37,13451,301,2304,126,20,0,0
11821,128,34,13451,348,3328,126,14,0,0
11822,128,34,13451,235,1280,126,9,0,0
11823,128,34,13451,7,3328,126,1,0,0
11824,0,36,13451,7,3328,126,2,0,0
11825,0,35,13451,7,3328,126,1,0,0
11826,128,34,13451,86,3328,126,2,0,0
11827,128,37,13451,59,2304,126,24,0,0
11828,128,34,13451,443,256,126,10,0,0
11829,128,37,13451,443,256,126,10,0,0
11830,128,34,13451,604,256,126,9,0,0
11831,128,37,13451,604,256,126,9,0,0
11832,128,37,13452,348,2304,126,14,0,0
11833,128,37,13452,235,256,126,9,0,0
11834,128,34,13452,251,3328,126,18,0,0
11835,128,37,13452,86,2304,126,2,0,0
11836,128,34,13452,468,256,126,19,0,0
11837,128,37,13452,468,256,126,19,0,0
11838,128,38,13452,373,256,126,15,0,0
11839,128,37,13452,251,2304,126,18,0,0
11840,0,34,13453,321,1024,126,1,0,0
11841,0,36,13453,2,3072,126,4,0,0
11842,0,36,13453,59,3328,126,25,0,0
11843,0,35,13453,59,3328,126,8,0,0
11844,0,36,13453,352,3328,126,5,0,0
11845,0,35,13453,352,3328,126,2,0,0
11846,128,34,13453,516,256,126,5,0,0
11847,128,37,13453,516,256,126,5,0,0
11848,128,34,13453,321,3072,126,1,0,0
11849,128,38,13453,29,256,126,17,0,0
11850,0,34,13454,604,1280,126,10,0,0
11851,128,34,13454,94,3328,126,4,0,0
11852,0,36,13454,170,3328,126,6,0,0
11853,128,34,13454,137,3328,126,7,0,0
11854,128,37,13454,321,2048,126,1,0,0
11855,128,34,13454,288,3328,126,10,0,0
11856,0,34,13454,16,1280,126,7,0,0
11857,128,34,13454,170,3072,126,6,0,0
11858,128,37,13454,137,2304,126,7,0,0
11859,128,37,13454,94,2304,126,4,0,0
11860,128,37,13455,288,2304,126,10,0,0
11861,128,37,13455,170,2304,126,6,0,0
11862,0,34,13455,246,1280,126,2,0,0
11863,0,36,13455,190,3328,126,8,0,0
11864,0,35,13455,190,3328,126,2,0,0
11865,0,34,13455,599,1280,126,7,0,0
11866,0,36,13460,297,3328,126,8,0,0
11867,0,35,13460,297,3328,126,2,0,0
11868,128,34,13460,41,3328,126,2,0,0
11869,128,34,13460,183,3328,126,5,0,0
11870,0,36,13461,92,3328,126,12,0,0
11871,128,34,13461,261,3328,126,4,0,0
11872,128,37,13461,41,2304,126,2,0,0
11873,0,34,13461,417,1280,126,5,0,0
11874,128,37,13461,183,2304,126,5,0,0
11875,128,37,13461,261,2304,126,4,0,0
11876,0,34,13461,559,1280,126,9,0,0
11877,0,34,13461,450,1280,126,11,0,0
11878,128,34,13461,554,256,126,15,0,0
11879,128,37,13461,554,256,126,15,0,0
11880,128,34,13462,30,3328,126,6,0,0
11881,128,34,13462,215,3328,126,4,0,0
11882,0,36,13462,38,3328,126,10,0,0
11883,128,37,13462,30,2304,126,6,0,0
11884,128,34,13462,327,3328,126,9,0,0
11885,128,37,13462,215,2304,126,4,0,0
11886,128,34,13463,49,3328,126,28,0,0
11887,128,34,13463,55,3328,126,19,0,0
11888,128,34,13463,197,3328,126,11,0,0
11889,128,34,13463,555,256,126,2,0,0
11890,128,37,13463,555,256,126,2,0,0
11891,128,37,13463,327,2304,126,9,0,0
11892,0,36,13463,118,3328,126,7,0,0
11893,0,34,13463,554,1280,126,16,0,0
11894,128,34,13463,16,1280,126,7,0,0
11895,128,37,13463,49,2304,126,28,0,0
11896,128,37,13463,55,2304,126,19,0,0
11897,128,37,13463,197,2304,126,11,0,0
11898,128,34,13464,341,3840,126,13,0,0
11899,0,36,13464,265,3328,126,2,0,0
11900,0,35,13464,265,3328,126,1,0,0
11901,0,36,13464,251,3328,126,19,0,0
11902,0,35,13464,251,3328,126,4,0,0
11903,128,37,13464,16,256,126,7,0,0
11904,128,34,13464,246,3328,126,2,0,0
11905,128,34,13464,7,3328,126,2,0,0
11906,128,34,13464,35,3328,126,6,0,0
11907,0,34,13464,28,1280,126,10,0,0
11908,128,34,13464,328,3328,126,14,0,0
11909,128,37,13464,341,2816,126,13,0,0
11910,128,37,13465,246,2048,126,2,0,0
11911,128,37,13465,7,2304,126,2,0,0
11912,128,38,13465,298,256,126,6,0,0
11913,128,37,13465,35,2304,126,6,0,0
11914,0,34,13465,461,1280,126,4,0,0
11915,128,34,13465,87,3328,126,12,0,0
11916,128,37,13465,328,2304,126,14,0,0
11917,0,74,13465,21,1,65524,1,0,1
11918,0,34,13465,617,1280,126,1,0,0
11919,128,38,13465,62,256,126,12,0,0
11920,128,38,13465,31,256,126,12,0,0
11921,128,37,13465,87,2304,126,12,0,0
11922,128,34,13465,533,256,126,3,0,0
11923,128,37,13465,533,256,126,3,0,0
11924,0,36,13465,27,3328,126,4,0,0
11925,0,35,13465,27,3328,126,2,0,0
11926,128,34,13465,367,3328,126,13,0,0
11927,0,36,13465,22,3328,126,12,0,0
11928,0,35,13465,22,3328,126,3,0,0
11929,128,38,13465,191,256,126,9,0,0
11930,128,34,13470,481,256,126,6,0,0
11931,128,37,13470,481,256,126,6,0,0
11932,0,36,13470,103,3328,126,9,0,0
11933,0,36,13470,67,3328,126,15,0,0
11934,128,34,13470,59,3328,126,25,0,0
11935,128,37,13470,367,2304,126,13,0,0
11936,0,36,13470,164,3328,126,19,0,0
11937,128,37,13470,59,2304,126,25,0,0
11938,128,34,13471,164,3328,126,19,0,0
11939,128,34,13471,83,3328,126,1,0,0
11940,0,34,13471,496,1280,126,12,0,0
11941,128,74,13471,21,0,65524,1,0,1
11942,128,37,13471,164,2304,126,19,0,0
11943,128,37,13471,83,2304,126,1,0,0
11944,0,68,13472,414,260,65526,6,0,1
11945,0,34,13472,526,1280,126,4,0,0
11946,0,36,13472,59,3328,126,26,0,0
11947,128,34,13472,304,3328,126,4,0,0
11948,0,34,13472,131,1024,126,12,0,0
11949,128,37,13473,304,2304,126,4,0,0
11950,0,36,13473,35,3328,126,7,0,0
11951,128,34,13473,340,3328,126,4,0,0
11952,128,34,13473,67,3328,126,15,0,0
11953,128,34,13473,417,256,126,5,0,0
11954,128,37,13473,417,256,126,5,0,0
11955,128,38,13473,313,256,126,9,0,0
11956,0,34,13473,58,1280,126,21,0,0
11957,0,34,13473,438,1280,126,6,0,0
11958,0,34,13474,206,1280,126,3,0,0
11959,128,37,13474,340,2304,126,4,0,0
11960,0,34,13474,220,1280,126,5,0,0
11961,128,37,13474,67,2304,126,15,0,0
11962,0,34,13474,545,1280,126,10,0,0
11963,0,36,13474,139,3328,126,15,0,0
11964,0,36,13474,302,3328,126,7,0,0
11965,0,35,13474,302,3328,126,2,0,0
11966,128,34,13474,2,3328,126,4,0,0
11967,128,38,13474,268,256,126,12,0,0
11968,128,34,13474,599,256,126,7,0,0
11969,128,37,13474,599,256,126,7,0,0
11970,128,34,13474,128,3328,126,11,0,0
11971,128,34,13475,220,3328,126,5,0,0
11972,128,37,13475,2,2304,126,4,0,0
11973,0,34,13475,433,1280,126,3,0,0
11974,128,37,13475,128,2304,126,11,0,0
11975,128,34,13475,302,3328,126,7,0,0
11976,128,34,13475,216,3328,126,11,0,0
11977,128,34,13475,38,3328,126,10,0,0
11978,0,76,13480,79,4,114,1,0,1
11979,128,37,13480,220,2304,126,5,0,0
11980,128,37,13480,302,2304,126,7,0,0
11981,128,37,13480,216,2304,126,11,0,0
11982,128,37,13480,38,2304,126,10,0,0
11983,128,38,13480,52,256,126,13,0,0
11984,128,34,13480,82,3328,126,10,0,0
11985,0,34,13480,498,1280,126,14,0,0
11986,0,36,13481,94,3328,126,5,0,0
11987,0,35,13481,94,3328,126,2,0,0
11988,128,34,13481,357,3328,126,14,0,0
11989,128,37,13481,82,2304,126,10,0,0
11990,128,34,13481,450,256,126,11,0,0
11991,128,37,13481,450,256,126,11,0,0
11992,128,38,13481,116,256,126,9,0,0
11993,0,63,13481,414,256,112,0,0,0
11994,128,37,13482,357,2304,126,14,0,0
11995,128,34,13482,559,256,126,9,0,0
11996,128,37,13482,559,256,126,9,0,0
11997,0,36,13482,67,3328,126,16,0,0
11998,128,34,13482,255,3328,126,6,0,0
11999,0,34,13482,54,1280,126,22,0,0
12000,128,34,13483,28,3328,126,10,0,0
12001,0,34,13483,421,1280,126,3,0,0
12002,0,36,13483,75,3072,126,34,0,0
12003,0,34,13483,504,1280,126,4,0,0
12004,128,38,13483,172,256,126,15,0,0
12005,128,37,13483,255,2304,126,6,0,0
12006,0,34,13483,45,1280,126,19,0,0
12007,128,34,13483,27,3328,126,4,0,0
12008,128,37,13483,28,2304,126,10,0,0
12009,0,36,13483,192,3328,126,7,0,0
12010,128,34,13483,22,3328,126,12,0,0
12011,128,34,13483,376,3328,126,10,0,0
12012,0,36,13483,197,3328,126,12,0,0
12013,0,36,13484,137,3072,126,8,0,0
12014,0,34,13484,34,1280,126,28,0,0
12015,128,37,13484,27,2304,126,4,0,0
12016,128,37,13484,22,2304,126,12,0,0
12017,128,37,13484,376,2304,126,10,0,0
12018,0,36,13484,38,3328,126,11,0,0
12019,128,38,13484,30,256,126,6,0,0
12020,128,34,13484,604,256,126,10,0,0
12021,128,37,13484,604,256,126,10,0,0
12022,128,34,13484,554,256,126,16,0,0
12023,128,37,13484,554,256,126,16,0,0
